Date,Open,High,Low,Close,Adj Close,Volume
2011-06-06,102.500000,105.449997,98.099998,102.300003,95.718124,437911
2011-06-13,106.800003,114.349998,101.800003,104.550003,97.823357,1368756
2011-06-20,105.699997,107.000000,95.699997,103.500000,96.840897,401044
2011-06-27,103.000000,104.500000,100.400002,103.000000,96.373062,258065
2011-07-04,101.500000,109.000000,101.500000,106.449997,99.601105,630013
2011-07-11,106.449997,115.500000,105.500000,113.300003,106.010368,2143365
2011-07-18,113.500000,128.000000,112.500000,126.750000,118.595016,726793
2011-07-25,128.000000,129.449997,122.949997,126.000000,117.893280,261812
2011-08-01,126.000000,129.899994,111.199997,124.050003,116.974213,220947
2011-08-08,124.000000,128.000000,117.000000,117.550003,110.844978,562550
2011-08-15,117.550003,119.900002,107.949997,113.400002,106.931694,78554
2011-08-22,115.000000,120.000000,109.050003,110.349998,104.055664,79884
2011-08-29,113.300003,116.300003,109.000000,115.699997,109.100487,137772
2011-09-05,117.500000,125.949997,114.849998,120.199997,113.343811,231133
2011-09-12,121.900002,122.949997,115.599998,120.199997,113.343811,33136
2011-09-19,122.000000,126.699997,117.099998,119.199997,112.400856,725718
2011-09-26,119.300003,125.800003,117.000000,122.099998,115.135452,231864
2011-10-03,122.000000,139.350006,109.000000,111.650002,105.281517,407883
2011-10-10,112.349998,117.000000,107.650002,115.800003,112.724098,247287
2011-10-17,119.000000,128.699997,115.000000,125.000000,121.679733,567535
2011-10-24,128.000000,132.000000,123.250000,126.300003,122.945206,112740
2011-10-31,128.149994,164.000000,126.750000,155.000000,150.882874,1154796
2011-11-07,155.000000,156.699997,142.149994,147.250000,143.338715,159905
2011-11-14,148.500000,149.949997,126.250000,130.199997,126.741623,137957
2011-11-21,130.050003,137.000000,121.349998,130.649994,127.179665,139392
2011-11-28,132.000000,141.000000,129.149994,135.250000,131.657471,61770
2011-12-05,150.449997,158.699997,131.000000,134.800003,131.219437,118604
2011-12-12,137.000000,146.000000,112.199997,125.599998,122.263786,90696
2011-12-19,124.000000,139.800003,115.050003,131.750000,128.250458,187769
2011-12-26,132.750000,141.350006,128.000000,129.600006,126.157578,155102
2012-01-02,130.000000,135.000000,127.599998,129.750000,126.303566,37557
2012-01-09,129.000000,144.000000,128.949997,136.750000,133.117630,172668
2012-01-16,136.000000,141.100006,132.500000,139.100006,135.405228,106790
2012-01-23,138.000000,151.000000,134.449997,146.500000,142.608658,304658
2012-01-30,149.000000,152.350006,135.350006,137.600006,133.945053,342105
2012-02-06,139.699997,151.500000,139.699997,144.199997,140.369736,249225
2012-02-13,144.500000,151.000000,142.100006,144.600006,140.759125,236639
2012-02-20,144.600006,154.199997,139.199997,140.449997,136.719345,446530
2012-02-27,139.000000,144.899994,136.000000,142.149994,138.374207,207183
2012-03-05,139.000000,153.800003,138.000000,142.449997,138.666214,302851
2012-03-12,143.000000,145.000000,135.300003,138.699997,135.015823,107909
2012-03-19,139.350006,151.000000,139.149994,148.750000,144.798874,190706
2012-03-26,150.000000,153.600006,145.100006,147.449997,143.533417,76346
2012-04-02,149.000000,150.500000,145.050003,145.949997,142.073257,39813
2012-04-09,147.850006,147.899994,141.000000,144.800003,140.953812,25002
2012-04-16,145.949997,154.850006,142.449997,152.850006,148.790009,86891
2012-04-23,154.800003,156.199997,147.000000,150.250000,146.259033,51530
2012-04-30,148.050003,154.100006,145.250000,148.399994,144.458160,32515
2012-05-07,147.000000,158.449997,146.000000,147.350006,143.436096,75815
2012-05-14,147.350006,151.899994,142.100006,143.500000,139.688354,43603
2012-05-21,144.000000,151.949997,143.500000,150.149994,146.161697,17600
2012-05-28,152.000000,164.699997,147.050003,154.899994,150.785492,307015
2012-06-04,155.250000,160.800003,152.149994,158.850006,154.630630,50611
2012-06-11,158.050003,160.500000,151.000000,151.350006,147.329819,41388
2012-06-18,151.000000,156.800003,146.399994,149.899994,145.918335,27868
2012-06-25,151.000000,158.250000,147.050003,154.850006,150.736877,20385
2012-07-02,154.000000,171.949997,149.000000,165.949997,161.542023,401838
2012-07-09,167.699997,172.449997,160.199997,168.050003,163.586243,72643
2012-07-16,169.750000,173.600006,166.300003,167.699997,163.245560,212279
2012-07-23,167.000000,168.000000,160.000000,160.750000,156.480133,25639
2012-07-30,161.149994,195.899994,161.149994,180.949997,176.143600,1295250
2012-08-06,181.000000,186.800003,177.000000,185.600006,180.670059,137774
2012-08-13,184.949997,194.800003,180.250000,183.050003,178.187820,256844
2012-08-20,183.050003,192.699997,180.000000,183.100006,178.236481,155231
2012-08-27,180.000000,189.500000,180.000000,186.699997,181.740860,54786
2012-09-03,184.399994,188.500000,178.000000,181.550003,176.727661,28638
2012-09-10,180.300003,189.899994,180.300003,181.399994,176.581635,180854
2012-09-17,182.000000,193.000000,180.500000,189.949997,184.904526,134961
2012-09-24,187.500000,196.399994,184.250000,193.000000,189.915527,193141
2012-10-01,195.000000,227.399994,193.000000,205.250000,201.969742,1578238
2012-10-08,206.250000,215.399994,200.500000,212.750000,209.349854,589219
2012-10-15,213.000000,235.000000,211.000000,215.800003,212.351105,508738
2012-10-22,216.000000,232.000000,208.500000,220.050003,216.533203,207117
2012-10-29,229.000000,239.449997,221.300003,231.550003,227.849426,760042
2012-11-05,233.000000,239.350006,227.600006,235.750000,231.982269,288651
2012-11-12,239.000000,245.000000,232.000000,237.199997,233.409103,202020
2012-11-19,239.449997,257.100006,228.949997,244.100006,240.198837,766455
2012-11-26,245.550003,302.549988,227.000000,298.700012,293.926239,6558054
2012-12-03,315.000000,340.899994,290.000000,307.850006,302.930084,8129090
2012-12-10,307.000000,319.700012,281.000000,283.750000,279.215179,1055126
2012-12-17,285.000000,300.899994,272.450012,291.549988,286.890503,1354403
2012-12-24,293.000000,293.000000,279.049988,280.500000,276.017120,308246
2012-12-31,281.100006,289.899994,276.000000,279.500000,275.033112,537596
2013-01-07,281.750000,314.500000,277.000000,287.250000,282.659180,2974549
2013-01-14,285.000000,298.000000,264.700012,266.149994,261.896454,695881
2013-01-21,268.899994,274.000000,256.500000,269.350006,265.045288,764916
2013-01-28,270.299988,282.950012,252.300003,267.250000,262.978821,543316
2013-02-04,270.000000,275.799988,254.149994,255.300003,251.219849,288893
2013-02-11,259.000000,265.000000,253.000000,259.850006,255.697113,402344
2013-02-18,259.049988,287.000000,258.100006,266.649994,262.388428,397901
2013-02-25,261.500000,285.000000,229.300003,281.200012,276.705933,761354
2013-03-04,278.350006,297.450012,270.500000,292.350006,287.677704,414768
2013-03-11,293.049988,299.000000,280.500000,295.549988,290.826569,209771
2013-03-18,290.000000,310.000000,280.049988,286.750000,282.167206,599773
2013-03-25,284.049988,309.000000,279.000000,305.299988,300.420746,228545
2013-04-01,304.350006,306.000000,284.250000,292.299988,287.628510,226559
2013-04-08,290.000000,301.500000,275.000000,295.200012,290.482208,404296
2013-04-15,286.000000,319.899994,286.000000,317.549988,312.475006,373609
2013-04-22,318.000000,333.700012,310.000000,330.600006,325.316406,304859
2013-04-29,330.600006,349.000000,322.000000,341.450012,335.993073,313305
2013-05-06,340.000000,367.000000,334.950012,362.350006,356.558990,619423
2013-05-13,362.000000,374.899994,345.250000,348.250000,342.684357,352483
2013-05-20,350.000000,390.000000,324.000000,328.000000,322.757935,143900
2013-05-27,329.000000,348.250000,321.000000,339.899994,334.467804,386220
2013-06-03,339.000000,340.899994,322.000000,324.700012,319.510712,76040
2013-06-10,328.000000,334.700012,319.750000,325.049988,319.855103,230468
2013-06-17,323.500000,349.350006,322.000000,328.899994,323.643555,229292
2013-06-24,325.049988,330.000000,313.000000,322.850006,317.690277,146249
2013-07-01,324.750000,345.000000,321.049988,335.100006,329.744507,188162
2013-07-08,335.549988,336.000000,317.049988,333.049988,327.727264,100034
2013-07-15,330.000000,349.000000,323.000000,345.200012,339.683105,169728
2013-07-22,352.000000,352.000000,321.100006,337.549988,332.155365,130202
2013-07-29,335.000000,365.000000,323.000000,343.899994,338.403870,374579
2013-08-05,349.000000,357.000000,325.950012,354.100006,348.440857,159324
2013-08-12,355.000000,371.500000,351.149994,364.850006,359.019073,284044
2013-08-19,360.049988,373.000000,360.049988,368.600006,362.709106,117931
2013-08-26,375.000000,419.000000,365.000000,391.450012,385.193909,229842
2013-09-02,397.750000,403.000000,377.399994,396.649994,390.310822,68314
2013-09-09,396.649994,461.000000,389.700012,453.700012,446.449036,490041
2013-09-16,455.200012,470.000000,423.000000,428.649994,421.799438,109337
2013-09-23,425.000000,475.000000,424.000000,467.899994,461.459930,124095
2013-09-30,473.899994,565.849976,470.000000,547.250000,539.717773,1011276
2013-10-07,543.000000,546.849976,476.000000,495.149994,488.334869,280356
2013-10-14,495.149994,511.500000,473.100006,501.149994,494.252350,177734
2013-10-21,506.000000,543.900024,490.049988,516.349976,509.243134,275643
2013-10-28,517.349976,606.799988,508.000000,597.700012,589.473450,881491
2013-11-04,597.700012,619.599976,555.099976,560.250000,552.539001,430590
2013-11-11,565.000000,592.700012,545.000000,577.450012,569.502258,161371
2013-11-18,582.000000,604.000000,562.000000,581.299988,573.299072,259459
